student_id,grade,subject,topic,learning_style,device_type,past_quiz_score_avg,accuracy_percentage,avg_response_time_sec,num_attempts,learning_streak_days,engagement_score,hints_used,video_watch_pct,time_on_task_min,session_count_week,next_topic,recommended_difficulty,success_probability_bin,needs_revision
S557761,Grade_7,History,Post_Independence,visual,mobile,74.56,74.3,98.7,2.0,24.0,0.6241,2.0,54.81,8.7,11.0,World_Wars,medium,medium,0
S252269,Grade_2,English,Poetry,visual,tablet,43.0,37.38,152.7,6.0,8.0,0.3481,2.0,36.1,38.0,4.0,Literature,easy,low,1
S987775,Grade_10,English,Essay_Writing,kinesthetic,laptop,94.03,98.61,33.2,1.0,2.0,0.6496,2.0,81.54,12.1,2.0,Literature,hard,high,0
S995963,Grade_4,Hindi,Gadya,reading_writing,tablet,38.89,35.79,127.6,4.0,53.0,0.4769,4.0,1.06,25.6,21.0,Patra_Lekhan,medium,medium,1
S751748,Grade_8,English,Comprehension,auditory,tablet,65.13,51.46,85.3,4.0,0.0,0.3519,2.0,18.14,31.0,3.0,Literature,easy,medium,1
S318937,Grade_5,Science,Chemical_Reactions,visual,mobile,,63.66,60.8,4.0,3.0,0.5386,1.0,58.69,37.4,3.0,Periodic_Table,easy,medium,0
S773113,Grade_1,Hindi,Kavita,visual,desktop,75.05,70.42,84.5,2.0,3.0,0.5679,2.0,66.8,16.4,2.0,Patra_Lekhan,medium,medium,0
S313664,Grade_8,English,Literature,visual,laptop,66.18,64.5,75.4,4.0,33.0,0.4979,1.0,35.59,31.4,15.0,Comprehension,medium,medium,0
S665452,Grade_8,Computer_Science,Python_Basics,kinesthetic,tablet,46.74,31.46,,6.0,0.0,0.2234,2.0,7.81,42.3,3.0,Data_Structures,easy,low,1
S597865,Grade_11,Mathematics,Calculus,kinesthetic,desktop,75.47,56.47,50.4,5.0,11.0,0.4405,2.0,29.7,,7.0,Statistics,medium,medium,0
S871644,Grade_3,Hindi,Gadya,kinesthetic,tablet,61.0,61.76,136.5,3.0,3.0,0.5411,2.0,66.84,11.7,4.0,Kavita,medium,medium,0
S439556,Grade_6,Hindi,Vyakaran,,tablet,65.9,48.44,98.8,4.0,6.0,0.4825,2.0,43.24,32.5,3.0,Kavita,medium,medium,1
S383967,Grade_9,English,Literature,reading_writing,mobile,73.97,71.08,80.6,4.0,8.0,0.5441,3.0,44.32,29.2,5.0,Essay_Writing,medium,medium,0
S495945,Grade_5,English,Literature,reading_writing,desktop,64.43,59.92,81.6,5.0,11.0,0.5449,2.0,63.97,34.8,7.0,Essay_Writing,medium,medium,0
S417668,Grade_9,English,Comprehension,visual,mobile,,50.54,68.1,4.0,15.0,0.4584,2.0,53.18,28.0,7.0,Essay_Writing,medium,medium,1
S702526,Grade_7,Computer_Science,Networking,kinesthetic,laptop,62.14,61.27,93.8,3.0,6.0,0.4516,3.0,57.29,32.3,4.0,Databases,medium,medium,0
S699834,Grade_10,General_Knowledge,Awards,reading_writing,tablet,81.54,76.33,63.9,3.0,1.0,0.565,0.0,63.03,31.1,3.0,Sports,medium,medium,0
S557605,Grade_5,Mathematics,Fractions,kinesthetic,mobile,77.7,66.49,94.2,3.0,5.0,0.447,3.0,42.88,21.9,3.0,Number_Theory,medium,medium,0
S624950,Grade_11,Geography,Physical_Geography,auditory,laptop,53.14,54.87,92.1,5.0,9.0,0.5006,3.0,40.86,32.3,4.0,Climate,easy,medium,1
S501751,Grade_4,Computer_Science,Data_Structures,kinesthetic,tablet,60.42,51.98,111.9,3.0,4.0,0.4741,2.0,70.5,31.0,2.0,Databases,easy,medium,0
S415441,Grade_3,Science,Light_Optics,reading_writing,mobile,36.29,40.52,114.6,3.0,1.0,0.3731,2.0,38.26,24.6,2.0,Chemical_Reactions,easy,low,1
S612950,Grade_4,Geography,Physical_Geography,reading_writing,desktop,51.1,43.76,145.2,5.0,2.0,0.4073,2.0,57.26,35.2,1.0,Resources,easy,low,1
S520122,Grade_7,General_Knowledge,Sports,auditory,desktop,66.96,64.19,86.6,4.0,16.0,0.5424,2.0,51.76,30.9,8.0,Awards,medium,medium,1
S510428,Grade_5,History,Freedom_Movement,kinesthetic,tablet,34.59,21.79,91.6,6.0,17.0,0.2807,3.0,20.55,34.5,10.0,World_Wars,easy,low,1
S500076,Grade_5,Computer_Science,Data_Structures,auditory,laptop,34.64,21.55,89.4,4.0,9.0,0.2203,4.0,6.37,30.2,4.0,Databases,easy,low,1
S529620,Grade_12,Hindi,Gadya,reading_writing,desktop,83.36,73.88,65.9,2.0,11.0,0.5841,2.0,46.26,23.3,7.0,Patra_Lekhan,medium,high,0
S483598,Grade_6,History,Freedom_Movement,kinesthetic,desktop,,77.62,97.6,4.0,3.0,0.5006,1.0,,23.4,3.0,World_Wars,medium,medium,0
S304532,Grade_10,Computer_Science,Python_Basics,visual,tablet,69.46,72.33,59.1,4.0,19.0,0.6341,3.0,65.09,29.8,11.0,Algorithms,medium,medium,0
S163597,Grade_5,Hindi,Patra_Lekhan,visual,mobile,48.65,52.74,100.2,3.0,2.0,0.4963,2.0,62.7,31.3,3.0,Gadya,easy,medium,1
S917951,Grade_10,Hindi,Patra_Lekhan,kinesthetic,laptop,77.21,69.82,61.2,4.0,1.0,0.5236,3.0,50.21,20.9,1.0,Gadya,medium,medium,0
S120294,,English,Grammar,reading_writing,desktop,58.09,46.55,117.6,5.0,0.0,0.3151,2.0,33.09,34.9,3.0,Comprehension,easy,low,1
S317790,Grade_5,General_Knowledge,Sports,visual,mobile,69.73,66.94,93.1,3.0,4.0,0.5203,2.0,37.62,28.2,4.0,Current_Affairs,medium,medium,0
S615208,Grade_11,Hindi,Kavita,auditory,desktop,72.35,61.58,65.8,4.0,28.0,0.5371,1.0,55.06,32.8,14.0,Gadya,medium,medium,0
S569465,Grade_5,Geography,Climate,kinesthetic,laptop,71.88,72.98,86.5,2.0,2.0,0.4859,3.0,54.03,9.9,1.0,Resources,medium,medium,0
S252593,Grade_7,Computer_Science,Python_Basics,kinesthetic,tablet,63.83,60.73,70.7,4.0,,0.5071,3.0,61.52,27.0,9.0,Algorithms,medium,medium,0
S142488,Grade_4,Mathematics,Statistics,kinesthetic,tablet,66.77,68.53,82.0,3.0,27.0,0.6433,1.0,74.55,22.0,12.0,Calculus,medium,medium,0
S936651,Grade_5,Hindi,Kavita,visual,tablet,51.12,48.53,122.7,5.0,19.0,0.4888,3.0,24.09,35.9,10.0,Patra_Lekhan,easy,medium,1
S546765,Grade_10,Geography,Climate,visual,laptop,57.0,37.38,92.5,4.0,11.0,0.2782,3.0,13.05,36.4,7.0,Population,medium,low,1
S868570,Grade_10,History,Ancient_India,reading_writing,tablet,73.55,80.63,61.8,2.0,9.0,0.5935,1.0,49.43,19.9,5.0,Medieval_Period,medium,high,0
S442657,Grade_4,Computer_Science,Python_Basics,auditory,desktop,70.55,73.65,127.6,2.0,2.0,0.5285,2.0,49.89,21.3,2.0,Algorithms,medium,medium,0
S561755,Grade_1,English,Poetry,visual,mobile,40.28,47.55,138.0,5.0,3.0,0.4487,3.0,49.55,34.3,4.0,Literature,easy,medium,1
S715171,Grade_5,Science,Light_Optics,auditory,tablet,70.67,60.64,142.0,2.0,2.0,0.5087,2.0,37.12,,3.0,Chemical_Reactions,medium,medium,0
S405421,Grade_11,History,Ancient_India,kinesthetic,mobile,74.56,,68.9,2.0,7.0,0.4373,3.0,27.6,23.2,4.0,Medieval_Period,medium,medium,0
S259185,Grade_12,Science,Ecosystems,kinesthetic,laptop,93.96,100.0,113.8,2.0,7.0,0.7066,2.0,74.91,19.5,4.0,Cells_Biology,hard,high,0
S925747,Grade_1,Hindi,Kavita,visual,desktop,41.1,43.71,115.2,4.0,4.0,0.4103,2.0,30.4,24.5,4.0,Gadya,easy,low,1
S430296,Grade_5,Hindi,Patra_Lekhan,kinesthetic,laptop,47.12,52.76,134.6,3.0,5.0,0.396,2.0,10.98,19.9,4.0,Gadya,easy,medium,1
S753318,Grade_8,Hindi,Vyakaran,kinesthetic,desktop,65.43,73.01,80.1,,9.0,0.5296,2.0,72.66,23.3,5.0,Gadya,medium,medium,0
S764179,Grade_6,History,Ancient_India,,desktop,35.94,23.9,75.8,4.0,2.0,0.1808,5.0,14.32,34.3,3.0,Medieval_Period,easy,low,1
S613839,Grade_4,Mathematics,Algebra,reading_writing,laptop,58.47,51.87,113.2,5.0,5.0,0.4042,2.0,22.89,41.2,3.0,Statistics,medium,medium,1
S568041,Grade_11,General_Knowledge,Awards,kinesthetic,mobile,65.31,59.31,80.0,,1.0,0.3872,3.0,54.33,26.7,2.0,Science_Tech,medium,medium,0
S309340,Grade_12,English,Essay_Writing,kinesthetic,mobile,88.15,,46.9,1.0,6.0,0.6586,2.0,68.69,23.4,3.0,Poetry,medium,high,0
S277394,Grade_6,Geography,Maps_Cartography,auditory,tablet,63.48,66.06,100.4,4.0,6.0,0.501,3.0,60.73,35.9,3.0,Resources,medium,medium,1
S711100,Grade_7,General_Knowledge,Science_Tech,reading_writing,mobile,63.81,57.61,73.1,4.0,0.0,0.496,2.0,58.18,19.8,3.0,Awards,medium,medium,0
S857694,Grade_5,English,Grammar,kinesthetic,laptop,51.52,60.74,101.9,4.0,3.0,,3.0,46.21,24.4,4.0,Vocabulary,easy,medium,1
S949062,Grade_4,Geography,Resources,kinesthetic,laptop,47.47,37.63,130.9,4.0,11.0,0.3867,2.0,27.5,31.8,7.0,Maps_Cartography,easy,low,1
S770264,Grade_11,Mathematics,Number_Theory,visual,laptop,84.43,83.0,81.8,3.0,2.0,0.6717,1.0,80.88,33.3,3.0,Statistics,medium,high,0
S524037,Grade_12,,Maps_Cartography,visual,mobile,91.29,75.95,37.7,2.0,2.0,0.4841,1.0,52.96,20.9,3.0,Physical_Geography,medium,high,0
S988928,Grade_5,Hindi,Vyakaran,kinesthetic,tablet,62.98,53.06,111.6,4.0,5.0,0.3966,1.0,29.46,28.9,3.0,Kavita,medium,medium,1
S662340,Grade_12,English,Poetry,reading_writing,mobile,87.09,77.98,39.3,2.0,16.0,0.5036,1.0,27.75,29.6,7.0,Comprehension,hard,high,0
S309459,Grade_7,General_Knowledge,Science_Tech,visual,laptop,41.06,39.75,111.0,4.0,21.0,0.4599,2.0,24.84,31.6,11.0,Current_Affairs,easy,medium,1
S630719,Grade_11,Mathematics,Trigonometry,auditory,mobile,66.05,53.52,55.9,3.0,11.0,0.3865,3.0,35.5,27.9,6.0,Geometry,medium,medium,0
S184757,Grade_5,History,Medieval_Period,visual,desktop,56.15,52.34,96.7,3.0,23.0,0.4873,3.0,41.41,,12.0,Freedom_Movement,medium,medium,0
S556062,Grade_8,Hindi,Gadya,kinesthetic,mobile,78.82,72.65,64.5,2.0,0.0,0.5576,3.0,66.01,19.3,1.0,Patra_Lekhan,medium,medium,0
S355298,Grade_11,Science,Periodic_Table,visual,laptop,84.31,79.67,62.4,4.0,2.0,0.6615,2.0,89.51,23.2,3.0,Chemical_Reactions,hard,high,0
S978114,Grade_2,General_Knowledge,Current_Affairs,auditory,desktop,34.53,35.56,86.4,,3.0,0.2591,4.0,24.0,32.0,2.0,Sports,easy,low,1
S742733,Grade_1,Computer_Science,Databases,auditory,mobile,37.07,36.53,119.4,6.0,3.0,0.343,2.0,31.81,36.9,3.0,Web_Development,easy,low,1
S227371,Grade_9,English,Poetry,visual,,91.16,88.8,74.1,3.0,7.0,0.6797,2.0,67.14,19.6,5.0,Literature,medium,high,0
S464877,Grade_2,General_Knowledge,Awards,visual,desktop,42.57,27.22,77.1,5.0,11.0,0.2936,3.0,13.41,29.3,7.0,Science_Tech,easy,low,1
S834572,Grade_12,Science,Ecosystems,visual,desktop,,64.95,40.2,3.0,15.0,0.5202,2.0,48.91,25.8,9.0,Cells_Biology,medium,medium,0
S716642,Grade_9,General_Knowledge,Sports,visual,laptop,88.9,66.72,68.1,4.0,1.0,0.3763,1.0,29.32,37.8,2.0,Awards,medium,medium,0
S385963,Grade_1,Computer_Science,Databases,auditory,desktop,33.63,32.63,106.4,6.0,9.0,0.3165,3.0,29.25,36.9,4.0,Networking,easy,low,1
S393714,Grade_8,Hindi,Gadya,kinesthetic,mobile,61.0,56.47,89.2,4.0,25.0,0.5412,1.0,35.35,22.1,11.0,Patra_Lekhan,medium,medium,0
S290745,Grade_7,Science,Cells_Biology,kinesthetic,laptop,60.12,50.62,97.8,3.0,6.0,0.377,3.0,30.85,21.7,3.0,Periodic_Table,easy,medium,1
S902866,Grade_4,Science,Cells_Biology,kinesthetic,tablet,42.81,44.56,95.0,5.0,10.0,0.3126,2.0,38.06,34.1,5.0,Ecosystems,easy,low,1
S852391,Grade_6,Computer_Science,Algorithms,reading_writing,laptop,27.03,18.04,99.1,7.0,1.0,0.1476,4.0,0.0,56.7,3.0,Networking,easy,low,1
S650905,Grade_10,History,,auditory,mobile,75.26,67.73,86.7,2.0,7.0,,2.0,49.13,25.5,4.0,Medieval_Period,medium,high,0
S357369,Grade_8,Mathematics,,visual,laptop,85.21,81.69,64.6,2.0,1.0,0.5748,0.0,61.67,19.2,3.0,Trigonometry,medium,high,0
S800752,Grade_2,Mathematics,Algebra,kinesthetic,desktop,34.18,33.34,124.2,4.0,11.0,0.3294,3.0,34.77,25.7,7.0,Statistics,easy,low,1
S767041,Grade_4,General_Knowledge,Awards,visual,mobile,54.42,54.81,120.8,4.0,5.0,0.4728,2.0,48.24,25.3,3.0,Sports,medium,medium,1
S998333,Grade_6,Hindi,Patra_Lekhan,visual,desktop,43.32,44.59,100.2,4.0,5.0,0.3822,2.0,31.23,23.5,5.0,Vyakaran,easy,low,1
S434224,Grade_6,Computer_Science,Python_Basics,reading_writing,desktop,57.09,51.66,98.5,4.0,7.0,0.3719,3.0,55.47,44.6,4.0,Data_Structures,easy,medium,1
S357460,Grade_1,Computer_Science,Python_Basics,auditory,laptop,38.26,32.68,108.9,5.0,10.0,0.3193,3.0,14.68,29.6,,Data_Structures,easy,low,1
S633095,Grade_2,History,World_Wars,reading_writing,desktop,65.42,58.76,111.5,5.0,1.0,0.4411,1.0,31.66,36.5,2.0,Post_Independence,medium,medium,1
S110482,Grade_9,General_Knowledge,Awards,auditory,tablet,61.89,49.08,80.1,5.0,10.0,0.4763,2.0,31.19,30.1,7.0,Science_Tech,medium,medium,0
S154324,Grade_8,English,,kinesthetic,tablet,81.11,70.73,59.3,2.0,31.0,0.6835,2.0,57.71,18.4,15.0,Comprehension,hard,medium,0
S833326,Grade_9,General_Knowledge,Awards,kinesthetic,mobile,77.82,72.55,81.0,4.0,8.0,0.6219,2.0,75.34,25.4,6.0,Science_Tech,medium,medium,0
S297899,Grade_7,Computer_Science,Web_Development,kinesthetic,mobile,62.24,48.93,86.9,5.0,10.0,,2.0,41.53,35.8,7.0,Databases,medium,medium,1
S994132,Grade_4,English,Literature,kinesthetic,tablet,52.39,50.38,89.9,5.0,0.0,0.2661,2.0,16.27,29.1,3.0,Essay_Writing,easy,low,1
S941749,Grade_4,English,Poetry,visual,mobile,51.49,38.63,112.3,4.0,6.0,0.3961,2.0,48.39,38.0,3.0,Comprehension,easy,low,1
S672815,Grade_3,Mathematics,Statistics,reading_writing,desktop,58.99,60.33,103.0,2.0,13.0,0.464,1.0,36.69,20.3,8.0,Calculus,medium,medium,0
S534797,Grade_4,Hindi,Gadya,visual,desktop,62.43,56.94,116.9,5.0,4.0,0.481,3.0,46.16,36.2,3.0,Patra_Lekhan,medium,medium,0
S629706,Grade_9,English,Comprehension,visual,mobile,69.82,67.09,67.9,4.0,22.0,0.6112,2.0,54.11,28.1,11.0,Essay_Writing,medium,medium,0
S257316,Grade_8,Science,Light_Optics,reading_writing,laptop,55.17,58.81,89.2,3.0,6.0,0.5561,3.0,70.27,20.7,3.0,Chemical_Reactions,medium,medium,0
S767536,Grade_1,Computer_Science,Networking,kinesthetic,laptop,26.55,22.42,133.8,6.0,48.0,0.468,3.0,0.0,42.0,21.0,Databases,easy,low,1
S826807,Grade_6,Mathematics,Calculus,reading_writing,desktop,27.56,43.92,60.7,5.0,2.0,0.3236,4.0,24.06,22.6,3.0,Statistics,easy,low,1
S961598,Grade_5,Geography,Population,kinesthetic,desktop,,36.58,93.9,5.0,10.0,0.3676,4.0,33.66,28.6,,Climate,easy,low,1
S908218,Grade_8,Science,Electricity,auditory,desktop,85.62,78.35,60.2,2.0,17.0,0.6565,0.0,56.96,24.1,8.0,Chemical_Reactions,hard,high,0
S737669,Grade_7,Science,Cells_Biology,auditory,tablet,89.26,90.53,103.0,,1.0,0.6407,1.0,55.83,,3.0,Periodic_Table,hard,high,0
S183776,Grade_1,English,Poetry,auditory,tablet,51.7,48.83,123.2,5.0,3.0,0.2929,4.0,19.67,29.6,3.0,Comprehension,medium,low,1
S534911,Grade_11,Mathematics,Number_Theory,auditory,mobile,95.41,82.29,,2.0,8.0,0.6327,2.0,74.83,20.8,6.0,Algebra,hard,high,0
S815906,Grade_3,Hindi,Patra_Lekhan,reading_writing,tablet,66.62,64.78,,3.0,1.0,0.4949,3.0,65.53,25.8,2.0,Gadya,medium,medium,0
S419914,Grade_1,Hindi,Patra_Lekhan,kinesthetic,mobile,42.56,51.83,122.3,4.0,0.0,0.3719,2.0,40.39,31.5,1.0,Vyakaran,easy,low,1
S792501,Grade_6,Geography,Resources,reading_writing,laptop,56.94,64.41,97.1,3.0,3.0,0.5281,1.0,65.42,27.1,2.0,Population,easy,medium,0
S401456,Grade_11,Mathematics,Algebra,,laptop,74.56,67.49,84.5,4.0,8.0,0.4576,2.0,41.69,35.0,6.0,Geometry,medium,medium,0
S488963,Grade_8,Mathematics,Fractions,kinesthetic,laptop,86.77,69.59,111.9,2.0,1.0,0.5699,3.0,71.29,17.4,2.0,Algebra,medium,high,0
S214504,Grade_8,Hindi,Gadya,reading_writing,tablet,56.92,43.52,86.8,3.0,9.0,0.4098,4.0,44.58,22.7,6.0,Kavita,medium,medium,1
S687750,Grade_9,Mathematics,Statistics,auditory,mobile,64.54,55.1,62.9,4.0,12.0,0.3754,3.0,30.14,29.1,7.0,Algebra,medium,medium,1
S866230,Grade_2,Computer_Science,Databases,reading_writing,tablet,,43.46,109.8,5.0,0.0,0.3725,4.0,42.74,40.4,2.0,Networking,easy,low,1
S648267,Grade_12,General_Knowledge,Sports,kinesthetic,desktop,73.97,73.98,70.8,3.0,8.0,0.5593,1.0,43.88,20.9,4.0,Current_Affairs,medium,medium,0
S466371,Grade_5,Science,Motion,visual,laptop,40.58,42.88,103.7,3.0,8.0,0.386,2.0,27.57,25.6,5.0,Electricity,easy,medium,1
S122632,Grade_5,History,Freedom_Movement,visual,mobile,79.95,71.4,71.1,2.0,9.0,0.4728,2.0,31.95,19.6,5.0,Post_Independence,medium,medium,0
S911914,,Mathematics,Trigonometry,reading_writing,mobile,36.28,39.57,143.0,5.0,9.0,0.3744,2.0,14.5,45.7,5.0,Geometry,easy,low,1
S325080,Grade_1,Geography,Maps_Cartography,visual,tablet,39.17,40.58,129.0,3.0,4.0,0.3088,2.0,20.06,21.6,3.0,Physical_Geography,easy,low,1
S388776,Grade_6,English,Poetry,auditory,desktop,71.04,66.19,69.5,2.0,9.0,0.5129,1.0,69.21,22.3,6.0,Literature,medium,medium,0
S463041,Grade_9,English,Grammar,kinesthetic,mobile,70.77,70.44,64.1,2.0,11.0,0.5482,1.0,56.81,18.3,7.0,Vocabulary,medium,high,0
S123023,Grade_9,History,World_Wars,auditory,laptop,78.72,69.35,49.8,4.0,6.0,0.4768,,38.82,26.3,3.0,Post_Independence,medium,medium,0
S559432,Grade_4,General_Knowledge,Awards,visual,laptop,65.8,56.28,144.4,4.0,4.0,0.4957,3.0,,32.0,3.0,Sports,medium,medium,1
S254415,Grade_5,Science,Ecosystems,kinesthetic,tablet,45.91,47.96,111.9,5.0,5.0,0.3595,2.0,39.94,45.6,5.0,Cells_Biology,easy,low,1
S370565,Grade_4,General_Knowledge,Science_Tech,kinesthetic,tablet,63.17,59.83,115.2,4.0,29.0,0.5464,1.0,35.64,29.3,15.0,Awards,medium,medium,0
S694633,Grade_1,Computer_Science,Data_Structures,auditory,laptop,60.24,58.57,121.6,5.0,3.0,0.4925,3.0,67.18,24.6,2.0,Algorithms,easy,medium,1
S819027,Grade_5,General_Knowledge,Awards,,tablet,45.61,35.54,127.4,5.0,0.0,0.2982,4.0,31.26,32.3,3.0,Science_Tech,easy,medium,1
S861844,Grade_10,Mathematics,Fractions,kinesthetic,laptop,77.97,75.08,74.4,4.0,1.0,0.5832,,,38.5,1.0,Algebra,medium,high,0
S824488,Grade_7,Geography,Physical_Geography,visual,laptop,85.88,73.44,111.0,4.0,2.0,0.4812,3.0,64.54,33.3,1.0,Climate,medium,high,0
S607074,Grade_7,Science,Light_Optics,reading_writing,laptop,45.64,,91.8,4.0,5.0,0.3745,2.0,36.93,30.0,3.0,Chemical_Reactions,easy,medium,1
S206749,Grade_10,Computer_Science,Databases,visual,mobile,45.48,49.05,80.0,3.0,3.0,0.4147,3.0,47.12,23.5,2.0,Networking,easy,medium,1
S297714,Grade_7,History,Medieval_Period,visual,laptop,63.27,68.54,94.7,2.0,0.0,0.5901,3.0,71.24,15.2,1.0,Freedom_Movement,medium,medium,0
S811790,Grade_3,History,Freedom_Movement,,desktop,54.42,42.48,119.3,5.0,2.0,,4.0,38.48,28.9,1.0,World_Wars,easy,medium,1
S230498,Grade_12,Geography,Maps_Cartography,auditory,desktop,74.42,65.33,48.7,4.0,6.0,0.4875,2.0,43.69,37.0,3.0,Physical_Geography,medium,medium,0
S654181,Grade_7,History,Freedom_Movement,reading_writing,,73.03,69.59,72.5,3.0,1.0,0.4944,2.0,42.87,25.0,3.0,Post_Independence,medium,medium,0
S965312,Grade_7,Computer_Science,Python_Basics,auditory,tablet,59.75,62.67,92.4,2.0,1.0,0.3767,2.0,39.66,14.4,2.0,Data_Structures,medium,medium,0
S275746,Grade_6,General_Knowledge,Science_Tech,visual,desktop,87.54,75.19,122.8,2.0,2.0,0.5963,2.0,62.08,19.6,,Awards,medium,medium,0
S460631,Grade_2,General_Knowledge,Current_Affairs,reading_writing,laptop,39.47,19.79,119.3,5.0,1.0,0.1702,3.0,19.91,39.8,1.0,Science_Tech,easy,low,1
S701243,Grade_9,History,Freedom_Movement,kinesthetic,desktop,80.5,75.38,80.7,4.0,0.0,0.5479,0.0,38.3,34.1,2.0,World_Wars,medium,high,0
S372494,Grade_8,English,Literature,reading_writing,laptop,81.66,71.18,55.2,4.0,4.0,0.549,1.0,70.93,26.4,4.0,Essay_Writing,medium,medium,0
S454300,Grade_10,Hindi,Patra_Lekhan,kinesthetic,laptop,88.01,79.96,114.6,4.0,3.0,0.5875,2.0,76.66,27.6,3.0,Gadya,hard,high,0
S100622,Grade_4,Computer_Science,Databases,reading_writing,laptop,54.25,38.69,147.3,4.0,3.0,0.311,2.0,21.5,27.9,3.0,Networking,easy,low,1
S761749,Grade_7,Science,Cells_Biology,kinesthetic,mobile,72.95,67.05,92.2,3.0,3.0,0.4812,3.0,54.16,23.9,2.0,Periodic_Table,medium,medium,0
S181264,Grade_4,History,Freedom_Movement,auditory,desktop,47.29,48.86,120.9,4.0,15.0,0.3588,4.0,44.65,35.0,7.0,World_Wars,medium,low,1
S543778,Grade_6,General_Knowledge,Current_Affairs,reading_writing,mobile,51.9,44.35,107.1,5.0,1.0,0.384,2.0,28.72,40.1,3.0,Science_Tech,medium,medium,1
S199055,Grade_3,English,Comprehension,kinesthetic,mobile,53.34,42.5,118.7,4.0,13.0,0.3795,2.0,26.35,21.2,7.0,Essay_Writing,easy,low,1
S556451,Grade_2,Mathematics,Number_Theory,kinesthetic,desktop,47.18,49.93,97.3,3.0,8.0,0.3451,4.0,26.29,35.5,,Statistics,medium,medium,1
S751424,Grade_10,Hindi,Vyakaran,kinesthetic,mobile,77.6,65.85,87.4,3.0,0.0,0.4222,3.0,42.04,26.7,3.0,Gadya,medium,medium,0
S715074,Grade_7,Computer_Science,Python_Basics,visual,mobile,68.77,71.57,123.2,3.0,5.0,0.5361,2.0,49.89,22.0,3.0,Data_Structures,medium,medium,0
S474249,Grade_3,Computer_Science,Databases,kinesthetic,laptop,48.55,39.42,108.5,4.0,1.0,0.1897,3.0,18.9,20.4,1.0,Web_Development,easy,low,1
S997183,Grade_6,Computer_Science,Algorithms,auditory,desktop,48.04,35.72,77.3,4.0,11.0,0.3525,3.0,19.62,24.1,5.0,Networking,easy,low,1
S284422,Grade_2,English,Essay_Writing,visual,desktop,45.15,48.89,97.3,3.0,0.0,0.3283,3.0,21.96,35.4,2.0,Literature,easy,medium,1
S731792,Grade_7,Geography,Physical_Geography,auditory,mobile,55.05,47.5,80.7,3.0,9.0,0.3991,3.0,28.11,16.9,6.0,Resources,medium,low,0
S856501,Grade_2,Computer_Science,Networking,kinesthetic,tablet,51.1,36.36,134.0,6.0,10.0,0.3777,2.0,40.77,36.3,7.0,Databases,easy,low,1
S842660,Grade_12,Computer_Science,Python_Basics,kinesthetic,laptop,94.54,86.43,68.7,3.0,8.0,0.6302,2.0,69.85,17.7,4.0,Algorithms,hard,high,0
S847523,Grade_4,Hindi,Gadya,reading_writing,mobile,65.54,65.54,113.9,3.0,2.0,0.4891,3.0,54.11,27.4,1.0,Patra_Lekhan,medium,medium,0
S376702,Grade_9,Geography,Physical_Geography,kinesthetic,mobile,84.79,89.58,37.0,1.0,12.0,0.7321,0.0,79.34,23.6,6.0,Climate,hard,high,0
S316787,Grade_10,English,Comprehension,reading_writing,mobile,81.19,73.18,81.8,2.0,1.0,0.4843,1.0,41.85,21.2,,Essay_Writing,medium,medium,0
S250294,Grade_2,English,Comprehension,auditory,mobile,61.37,48.16,130.7,3.0,21.0,0.4897,3.0,37.72,16.8,10.0,Literature,medium,medium,1
S810569,Grade_1,General_Knowledge,Science_Tech,visual,desktop,56.63,48.12,127.5,5.0,2.0,0.3356,,35.22,36.7,1.0,Awards,medium,medium,1
S972407,Grade_12,Computer_Science,Web_Development,kinesthetic,mobile,90.13,75.62,59.8,4.0,1.0,0.5845,0.0,45.83,34.7,2.0,Networking,medium,medium,0
S897953,Grade_9,History,Medieval_Period,auditory,mobile,66.39,,73.0,3.0,9.0,0.6009,3.0,56.68,26.5,4.0,World_Wars,medium,high,0
S274790,Grade_9,Science,Ecosystems,kinesthetic,tablet,64.48,,36.5,5.0,3.0,0.4607,2.0,50.69,38.6,4.0,Cells_Biology,medium,medium,1
S579240,Grade_1,Geography,Maps_Cartography,visual,tablet,54.53,49.81,111.4,4.0,4.0,0.3699,3.0,30.71,28.6,3.0,Resources,easy,medium,1
S186348,Grade_12,Hindi,Kavita,reading_writing,tablet,91.1,94.96,43.3,1.0,27.0,0.7967,2.0,81.52,22.3,12.0,Patra_Lekhan,hard,high,0
S416490,Grade_5,Science,Periodic_Table,reading_writing,mobile,38.97,40.92,103.1,3.0,9.0,0.3314,2.0,35.85,24.1,5.0,Electricity,easy,low,1
S983541,Grade_11,Geography,Climate,visual,desktop,70.44,58.63,55.8,5.0,18.0,0.5723,2.0,51.8,41.6,10.0,Resources,medium,medium,0
S483128,Grade_8,General_Knowledge,Awards,visual,mobile,86.63,78.6,68.5,3.0,21.0,0.6942,0.0,59.09,32.8,12.0,Science_Tech,medium,high,0
S905760,Grade_4,Computer_Science,Databases,kinesthetic,tablet,62.83,60.34,108.6,4.0,6.0,0.469,1.0,52.52,35.4,5.0,Web_Development,medium,medium,1
S293732,Grade_2,Geography,Resources,auditory,laptop,51.13,54.62,99.2,4.0,5.0,0.3977,2.0,34.89,24.0,5.0,Population,easy,medium,1
S330332,Grade_12,English,Literature,visual,mobile,70.59,70.21,,4.0,8.0,0.4893,3.0,45.69,15.7,5.0,Comprehension,medium,medium,0
